fixture_id,league_id,season,round,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_goals,away_goals
881822,135,2022,5,1.6,0.8,2.0,0.7,0.9855669482655501,1.4443896166196741,1.0470072916666668,1.8341845238095238,3.09375,3.0,1,2
877975,140,2022,4,1.2,1.4,1.8,0.5,0.7569708110516935,1.466771672771673,1.279152142338417,0.43925000000000003,6.958333333333333,6.0625,0,3
881823,135,2022,5,0.9,1.8,1.2,1.6,1.4624987373737373,1.1911236721064022,0.4185632914624183,0.8978937499999997,4.65625,4.75,0,0
877973,140,2022,4,1.0,1.1,1.2,1.4,1.165357142857143,0.7344602272727273,0.26436342592592593,0.6275,8.666666666666666,7.770833333333333,2,1
881824,135,2022,5,0.8,1.7,1.4,1.3,0.79609765625,0.8158390737874097,0.6063498139880954,1.0324131186066634,3.7604166666666665,2.7604166666666665,2,2
867998,39,2022,6,1.9,1.4,1.3,1.8,0.6682521132376396,0.6278470833333333,0.8079625897129185,1.1218913701019861,4.770833333333333,2.75,5,2
877972,140,2022,4,1.2,1.1,1.4,1.8,1.2441059027777779,0.0,0.889669784580499,1.165998526936027,5.84375,6.760416666666667,0,1
868001,39,2022,6,1.5,1.1,2.3,1.1,0.6514430663464217,0.6688916228070175,1.0063740020340708,0.7482183566433565,2.8541666666666665,3.875,3,1
881825,135,2022,5,0.9,1.5,0.6,1.9,1.6671070665445664,1.0931161151960784,0.9369791666666667,0.8398748065015481,3.9791666666666665,3.9791666666666665,2,1
877977,140,2022,4,1.6,1.1,0.8,1.8,0.9813659109477123,0.0,0.2099356617647059,1.0461685363247863,7.041666666666667,8.041666666666666,4,0
881826,135,2022,5,1.2,1.3,1.3,1.0,1.2234270833333332,0.8117013574660634,1.2420722823183759,0.19489166666666663,4.09375,5.0,4,0
877978,140,2022,4,1.1,1.2,0.9,1.2,0.344310064935065,0.40162905092592593,0.22659722222222223,1.212295138888889,5.958333333333333,7.145833333333333,5,1
881828,135,2022,5,1.3,1.6,1.0,1.3,0.7395453129866085,0.37044140625,0.5434479166666666,0.9735831330128203,3.90625,5.0,2,2
881827,135,2022,5,1.3,1.4,1.7,1.3,0.41975917832167825,1.8191259969197469,1.1562905349939017,0.40049210715754824,5.90625,3.90625,0,2
881829,135,2022,5,1.1,1.1,0.9,1.2,1.068103653291153,1.2635928773024359,1.3202077020202019,0.8725236887792398,4.0,5.0,1,0
877980,140,2022,4,0.9,1.7,1.3,1.7,0.22659722222222223,1.2989608864379087,1.057900641025641,0.7371587009803923,8.0625,8.958333333333334,1,0
877988,140,2022,5,1.5,1.4,0.9,1.7,0.5755173295454545,0.870237463924964,0.43437969771241836,0.8443245761846407,6.291666666666667,4.0,2,1
