fixture_id,league_id,season,round,home_team_id,away_team_id,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_motivation,away_motivation,is_knockout,home_goals,away_goals,home_attack_after,home_defense_after,away_attack_after,away_defense_after,home_goals_scored_lastN_after,home_goals_conceded_lastN_after,away_goals_scored_lastN_after,away_goals_conceded_lastN_after,home_motivation_raw,away_motivation_raw
826737,73,2022,1st Round,15611,7834,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,0.0,1.0,0.0,0.0,1.0,0.6793776024545254,0.0,0.0,0.6793776024545254,2.0,2.0
826751,73,2022,1st Round,9999,155,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,2.0,1.0,2.0,2.0,1.0,0.665680473372781,1.331360946745562,1.331360946745562,0.665680473372781,2.0,2.0
826730,73,2022,1st Round,12946,152,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,2.0,1.0,2.0,2.0,1.0,0.673331973066721,1.346663946133442,1.346663946133442,0.673331973066721,2.0,2.0
826728,73,2022,1st Round,7788,144,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.041420118343195,2.041420118343195,0.0,2.0,2.0
826746,73,2022,1st Round,2220,142,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
826735,73,2022,1st Round,7868,149,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.997041420118343,1.997041420118343,0.0,2.0,2.0
826733,73,2022,1st Round,13127,1224,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
826741,73,2022,1st Round,13103,754,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.957883745214062,1.957883745214062,0.0,2.0,2.0
826750,73,2022,1st Round,7835,146,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,0.0,1.0,0.0,0.0,1.0,0.6593406593406592,0.0,0.0,0.6593406593406592,2.0,2.0
826732,73,2022,1st Round,7826,133,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6492439184746877,0.6492439184746877,0.0,2.0,2.0
826729,73,2022,1st Round,18307,1195,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,2.0,1.0,2.0,1.0,1.0,2.0,1.2793858947705101,0.6396929473852551,0.6396929473852551,1.2793858947705101,2.0,2.0
826758,73,2022,1st Round,13124,136,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,1.0,1.0,1.0,1.0,1.0,0.6462161320460914,0.6462161320460914,0.6462161320460914,0.6462161320460914,2.0,2.0
826744,73,2022,1st Round,7775,119,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,2.0,0.0,2.0,0.0,0.0,2.0,1.2896373843119404,0.0,0.0,1.2896373843119404,2.0,2.0
836215,98,2022,Regular Season - 3,302,280,1.0,0.5,1.0,1.5,0.6427083333333332,7.0,0.6377622377622377,1.0832167832167832,7.0,7.020833333333333,0.7642226404169079,0.7643674001158077,False,1.0,4.0,1.0,1.6666666666666667,2.0,1.3333333333333333,0.6899826388888888,7.816666666666666,3.681212121212121,0.9763131313131314,1.5,1.5
836216,98,2022,Regular Season - 3,296,283,2.25,1.75,1.5,1.0,16.936875000000004,0.6299583333333333,1.0832167832167832,0.6377622377622377,3.7708333333333335,8.020833333333334,0.9399790098436596,0.9395990156340475,False,2.0,0.0,2.2,1.4,1.0,1.3333333333333333,11.390786931818184,0.40947291666666663,0.7040909090909091,0.7963636363636364,2.0,2.0
836217,98,2022,Regular Season - 3,288,295,2.0,0.0,0.5,0.5,1.1834319526627217,0.0,7.0,7.0,14.958333333333334,7.958333333333333,0.7642226404169079,0.7643674001158077,False,1.0,1.0,1.5,0.5,0.6666666666666666,0.6666666666666666,1.1953177257525083,7.0,11.55,4.976086956521739,1.5,1.5
836218,98,2022,Regular Season - 3,316,279,0.5,0.5,1.0,1.0,0.1923076923076923,0.1923076923076923,7.1923076923076925,7.1923076923076925,7.916666666666667,7.958333333333333,0.9399790098436596,0.9395990156340475,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.125,0.125,4.675000000000001,4.675000000000001,2.0,2.0
836221,98,2022,Regular Season - 3,293,294,1.0,1.5,1.75,1.25,0.5281623931623931,0.7211538461538461,1.1030285087719298,12.28592105263158,8.0,3.8333333333333335,0.7642226404169079,0.599196583671106,False,2.0,2.0,1.3333333333333333,1.6666666666666667,1.8,1.4,0.9929055555555555,0.7780833333333332,1.0263018640350876,8.635448684210527,1.5,1.3333
836220,98,2022,Regular Season - 3,287,284,0.75,1.5,0.5,1.5,6.370921052631579,6.642834064327486,7.0,7.769230769230769,3.8333333333333335,8.0,0.7642226404169079,0.7643674001158077,False,2.0,0.0,1.0,1.2,0.3333333333333333,1.6666666666666667,4.882979026090869,4.317842141812866,4.55,5.791880341880342,1.5,1.5
836219,98,2022,Regular Season - 3,290,281,1.5,1.5,2.5,0.5,0.7211538461538461,0.8237179487179488,1.060897435897436,7.0,8.0,7.0,0.600408946149392,0.7643674001158077,False,1.0,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0218364197530865,0.5354166666666668,0.6895833333333333,5.103086419753086,1.3333,1.5
836222,98,2022,Regular Season - 3,291,292,1.5,1.5,0.0,1.0,7.6923076923076925,0.918349358974359,0.0,0.7692307692307692,8.083333333333334,15.875,0.7642226404169079,0.9395990156340475,False,0.0,1.0,1.0,1.3333333333333333,0.5,0.5,5.0,7.596927083333333,7.0,0.5,1.5,2.0
